relative_humidity,temperature,exhaust_vacuum,ambient_pressure
85.23,13,48.79,1017.14
38.49,24.14,41.1,1002.1
61.43,30.19,66.54,1004.39
72.86,22.08,69.94,1008.41
88.39,26.86,72.58,1009.22
81.48,13.55,40.1,1014.57
61.21,13.18,43.8,1023.18
95.59,7.2,40.35,1011.83
88.82,11.37,41.5,1013.57
82.64,13.93,39.64,1011.8
84.05,10.32,40.35,1011.64
97.19,16.32,50.88,1013.37
88.49,4.16,35.47,1017.72
72.3,28.26,72.43,1006.68
66.09,29,69.68,1012.78
42.02,31.63,68.3,1014.8
43.93,28.19,68.08,1013.41
89.86,13.93,40.2,1013.41
72.47,30.92,80.18,1010.11
86.73,19.89,69.48,1011.06
69.35,25.86,76.2,1005.73
88.29,10.81,44.63,1020.61
97.39,18.26,69.94,1004.1
83.08,18.61,63.09,1019.37
57.51,25.34,65.61,1014.61
86.22,21.28,70.72,1010.29
59.18,12.88,43.8,1023.19
56.05,33.68,68.14,1002.75
95.45,8.66,44.68,1022.99
89.22,8.26,40.96,1025.23
81.94,9.03,40.71,1025.98
76.27,14.85,39.39,1013.93
86.34,3.21,38.44,1016.9
62.28,15.71,39.3,1019.2
46.98,26.52,43.77,1011.49
74.88,14.18,40.69,1014.73
82.29,13.89,45.08,1024.64
73.47,10.12,41.78,1013.43
96.14,21.12,63.91,1009.33
71.55,26.68,63.73,1009.7
77.82,19.65,62.1,1019.46
88.83,23.47,69.71,1009.66
81.64,16.71,40.55,1004.45
94.35,5.21,35.79,1012.44
44.71,28.13,68.12,1012.6
89.2,12.14,45,1023.9
73.18,23.7,69.23,1011.73
70.64,29.52,75.33,1002.62
63.34,13.49,41.78,1010.66
64.87,28.24,65.74,1013.4
99.89,16.48,68.28,1004.27
68.31,14.01,42.74,1029.16
77.47,24.56,66.75,1018.5
69.24,28.94,71.64,1006.59
65.71,19.71,43.43,1009.58
89.8,11.06,41.5,1013.09
78.47,22.99,60.77,1017.97
81.56,19.87,48.14,1016.94
80.08,23.77,59.21,1011.97
95.97,20.99,50.12,1008.82
95.3,10.32,41.01,1021.04
58.54,26.72,56.9,1007.12
87.6,14.55,44.84,1023.83
99.35,4.89,45.87,1007.58
88.01,19.49,46.63,1013.11
61.45,24.44,59.21,1017.36
83.2,7.99,36.08,1020.08
51.38,27.28,51.43,1011.46
78.93,26.23,59.07,1008.2
87.58,9.46,41.4,1026.78
72,15.01,39.52,1017.53
71.78,24.86,63.47,1011.5
68.6,20.47,58.16,1016.97
61,27.09,49.3,1003.93
61.62,11.48,36.18,1017.03
47.63,7.84,40.07,1016.68
65.97,15.97,52.72,1024.72
48.68,29.55,67.69,1004.88
87.12,11.63,40.55,1022.89
50.81,22.96,45.01,1012.21
72.87,13.61,40.71,1022.36
82.57,22.17,70.47,1011.07
79.21,15.45,61.27,1019.87
73.21,25.08,61.02,1010.01
90.61,24.98,71.98,1006.59
62.69,20.57,44.9,1008.39
79.84,12.33,38.91,1017.24
81.53,8.29,36.08,1020.38
77.18,25.47,59.92,1010.08
60.18,28.2,66.75,1018.35
72.5,29.05,70.32,1011.33
45.1,27.03,65.12,1015.94
68.52,27.25,73.03,1014.15
72.05,30.71,71.85,1008.07
87.32,20.94,49.02,1008.91
81.32,9.06,43.79,1016.05
65.03,26.8,58.84,1001.2
51.47,25.77,65.48,1018.07
84.4,16.77,50.9,1013.24
72.68,11.73,37.92,1008.02
82.12,19.72,65.94,1010.53
84.7,24.42,66.56,1002.04
77.09,18.68,59.14,1016.96
84.41,14.22,45.08,1023.26
70.66,23.81,57.5,1015.53
68.94,7.91,38.56,1016.48
59.94,21.32,45.01,1012.23
69.61,24.75,52.84,1005.47
61.6,26.81,56.57,1013.68
58.56,25.99,49.82,1015.95
98.27,10.59,41.26,1008.1
77.1,6.33,42.07,1004.25
78.93,22.26,44.89,1009.51
78.49,15.9,39.99,1007.03
81.82,23.14,58.18,1008.89
88.72,19.48,58.79,1017.6
94.95,13.19,44.88,1017.61
76.48,27.4,69.84,1002.98
52.37,29.41,59.27,1011.36
68.96,25.22,71.85,1009.78
89.53,22.31,70.32,1009.22
83.42,7.64,42.28,1008.49
86.79,14.68,43.99,1023.36
72.93,15.12,48.92,1011.8
67.32,20.96,61.27,1019.99
63.6,5.95,39.48,1005.16
78.43,25.13,57.69,1007.43
97.13,11.58,40.66,1017
70.38,20.21,59.14,1016
82.88,16.64,43.14,1019.03
79.65,8.86,36.71,1025.64
90.36,19.72,47.03,1012.1
66.6,8.27,38.56,1016.47
50.34,30.19,68.08,1010.95
75.16,20.06,56.53,1020.38
79.47,13.16,43.41,1016.43
43.02,24.01,65.46,1014.17
92.11,9.78,40.03,1017.33
66.01,16.85,42.24,1017.43
76.99,15.12,39.16,1006.55
58.15,24.45,66.49,1014.24
92.03,9.14,42.44,1014.48
75.19,26.02,68.67,1006.73
76.41,21.46,51.61,1010.91
86.71,13.18,40.24,1016.81
70.46,5.79,38.68,1017.19
89.86,13.56,49.83,1007.01
84.73,11.95,42.07,1018.52
81.67,9.15,44.03,1012.45
56.33,28.96,66.54,1002.54
69.26,21.23,50.59,1017.42
89.65,10.73,40.35,1012.27
95.34,6.1,39.33,1010.4
75.22,25.5,63.91,1009.4
60.22,29.1,76.2,1006.28
80.59,22.58,58.12,1014.88
81.46,19.53,66.54,1013.72
94.62,20.07,51.3,1011.9
80.6,24.96,77.54,1008.25
98,21.08,63.13,1013.53
83.59,12.54,43.69,1017.26
76.01,6.64,35.19,1019.83
68.94,16.78,37.2,1011.97
69.31,25.56,75.6,1017.37
70.65,14.02,40.75,1016.05
65.93,29.45,70.02,1010.28
88.5,28.97,78.92,1011.71
79.23,6.11,38.68,1017.53
59.69,28.53,49.3,1003.83
49.32,31.71,69.04,1008.79
44.37,32.45,44.37,1005.05
74.17,30.53,73.21,1000.37
58.69,15.02,41.48,1015.19
82.81,24.91,58.69,1008.22
96.85,22.21,69.71,1009.69
62.39,24.51,65.12,1016.18
71.38,18.9,60.07,1016.02
78.2,28.51,76.09,1007.88
58.91,27.88,75.23,1011.33
61.04,24.33,49.16,1003.46
82.96,20.36,57.5,1014.36
97.95,11.15,40.64,1020.65
72.77,21.16,50.66,1014.13
46.94,30.47,70.83,1010.91
55.94,31.68,74.16,1011.3
61.88,19.8,49.15,1020.88
57.48,32.33,67.83,1008.11
87.7,18.67,58.46,1016.73
75.04,29.42,69.14,1007.32
79.25,27.84,71.32,1007.72
62.44,22.59,65.06,1014.36
94.26,10.38,41.01,1020.8
78.21,8.32,39.64,1010.93
67.29,30.34,71.25,1000.94
81.37,12.38,45.51,1016.15
91.75,11.23,43.7,1016
49.39,24.19,46.93,1013.4
55.89,30.17,75.08,1005.17
69.35,28.5,71.32,1002.54
82.4,14.78,38.58,1017.02
90.04,11.48,41.2,1012.88
75.32,9.59,34.69,1027.65
87.07,20.42,60.77,1017.65
78.75,20.76,58.79,1017.22
61.59,13.53,40.71,1023.83
57.86,34.4,77.95,1009.83
35.66,33.6,74.33,1012.31
84.2,6.03,41.17,1019.81
62.12,28.62,69.71,1009.67
39.18,19.72,44.78,1009.27
83.5,11.54,40.77,1022.13
83.31,19.39,60.1,1010.28
72.85,9.59,37.14,1013.8
94.6,12.31,40.64,1020.71
87.06,23.61,63.94,1012.9
74.77,7.61,39.42,1024.93
88.1,18.51,58.46,1017.21
64.85,7.53,43.65,1018.58
85.04,10.5,52.72,1026.32
67.16,24.99,58.79,1016.37
66.64,6.15,40.07,1020.2
32.97,30.54,67.45,1014.37
84.29,13.44,39.39,1012.93
71.48,31.27,73.77,1003.27
80.49,16.13,39.99,1007.04
50.88,30.97,67.69,1005.61
80.37,15.37,43.34,1014.84
60.65,21.25,66.86,1012.99
82.49,14.89,39.82,1013.23
88.84,6.65,40.77,1021.79
65.51,30.26,72.58,1007
42.62,33.71,69.98,1013.09
89.45,8.6,40.77,1011.8
71.43,29,75.33,1001.6
77.65,10.02,41.44,1017.37
60.37,28.75,64.69,1007.1
31.15,37.11,68.94,1006.23
53.59,30.06,67.25,1017.63
56.56,30.68,69.68,1012.86
63.86,30.08,73.42,1011.17
94.72,6.98,40.35,1011.92
60.97,29.17,73.17,1009.87
82.61,21.93,60.84,1017.8
91.75,15.11,43.67,1012.06
85.89,25.68,70.17,1001.38
56.24,30.44,56.24,1005.19
70.8,20.36,65.27,1011.73
54.94,26.47,47.43,1009.09
81.33,13.9,39.54,1007.01
91.38,21.81,60.27,1015.93
85.35,9.08,42.49,1010.67
62.17,32.31,77.95,1010.15
71.93,27.96,73.42,1011.11
94.2,9.23,42.44,1014.34
71.21,25.66,61.08,1013
65.53,19.2,61.27,1020.02
61.18,24.81,59.87,1018.56
61.81,24.1,60.29,1008.2
71.21,28.33,68.14,1004.63
94.46,19.53,50.32,1009.71
55.65,29.37,74.78,1009.47
80.37,24.44,69.84,1005.34
38.56,31.35,67.32,1013.74
52.62,28.98,62.66,1009.1
91.23,21.05,63.09,1016.49
72.04,25.03,60.27,1017.9
68.53,14.78,54.3,1016.96
50.91,25.24,67.45,1013.56
97.25,16.7,50.88,1015.11
75.29,16.44,53.16,1014.82
89.86,25.18,71.98,1006.71
41.56,23.51,48.98,1014.63
53.09,20.56,64.45,1012.24
49.3,26.63,43.77,1011.33
82.47,27.4,69.13,1001.4
50.7,26.91,65.34,1014.19
70.17,23.75,67.9,1006.25
45.71,27.79,69.23,1012.86
55.3,27.41,63.07,1011.5
97.68,7.98,43.52,1022.45
78.8,11.98,44.58,1016.45
89.68,27.1,73.21,1002.97
87.27,12.93,45.51,1015.27
59.81,18.91,45.01,1012.9
54.71,26.9,66.48,1004.47
68.79,14.36,40,1016.16
81.5,8.81,43.56,1014.99
83.18,18.36,53.16,1013.31
70.55,11.48,37.92,1008.47
94.28,25.92,73.77,1001.27
81.48,11.01,43.69,1016.7
63.9,26.31,66.48,1005.93
85.68,9.99,42.07,1018.78
69.86,12.84,40.8,1026.95
86.16,21.07,67.07,1004.64
69.8,17.7,38.52,1020.15
73.43,14.36,41.26,1021.16
74.32,24,58.05,1011.28
88.98,12.17,41.58,1013.89
100.1,19.58,50.12,1009.82
55.97,25.73,66.54,1010.07
82.72,23.85,74.22,1009.99
74.33,26.45,73.5,1010.31
67.97,20.95,44.89,1010.48
84.23,21.29,59.04,1012.49
79.15,14.32,71.14,1019.87
99.08,19.65,63.91,1009.26
70.98,28.09,77.95,1017.07
39.48,33.87,71.32,1007.91
75.79,13.72,41.62,1011.14
87.9,9.47,41.4,1026.49
48.22,32.19,69.13,1000.45
79.23,18.73,46.48,1007.19
71.15,6.09,43.65,1020.95
74.27,24.43,67.25,1017.99
81.22,25.24,66.54,1002.07
80.06,26.26,71.73,1009.59
59.77,26.15,64.27,1013.03
72.8,7.77,41.82,1032.72
45.26,27.92,63.07,1010.75
58.93,31.62,64.05,1010.94
95.25,12.47,45.01,1017.8
68.5,31.41,74.16,1008.65
40.07,32.63,74.99,1002.42
85.93,21.97,58.12,1014.21
82.8,22.68,58.82,1010.11
90.26,10.82,44.63,1020.64
47.98,32.37,68.67,1005.45
81.18,10.89,40.81,1025.82
82.48,25.45,70.04,1011.2
94.99,10.91,42.34,1021.83
90.84,6.75,39.4,1011.28
83.64,21.36,45.61,1013.43
73.42,23.45,45.61,1012.84
87.35,4.04,35.47,1017.51
79.71,15.4,38.73,1000.67
47.4,25.54,49.16,1003.64
66.12,22.61,59.87,1019.12
89.59,8.62,39.66,1015.18
74.74,13.84,41.26,1020.92
73.42,21.31,69.05,1002.46
49.4,28.54,58.33,1013.9
69.22,20.35,67.45,1015.14
40.77,24.54,65.46,1014.27
82.73,5.84,40.62,1018.58
65.02,26.47,69.51,1009.51
73.01,10.79,43.56,1015.15
63.24,18.3,44.06,1017.95
62.84,28.79,68.51,1013.02
84.1,23.07,49.02,1009.07
69.85,31.25,74.34,999.06
70.54,18.16,39.99,1007.73
69.02,25.06,74.33,1014.05
66.45,26.71,59.39,1014.24
74.5,26.45,75.6,1017.42
82.97,18.67,47.83,1005.12
90.6,10.29,40,1021.46
95.25,5.52,39.33,1009.74
70.12,23.41,54.42,1012.86
69.34,29.91,74.9,1003.36
69.17,19.92,46.97,1014.32
52.84,26.85,63.56,1013.25
66.68,23.59,58.62,1017.81
82.14,22.72,63.73,1012.63
75.17,20.3,62.52,1017.96
88.32,17,45.09,1013.52
82.87,8.89,41.54,1019.27
91.9,12.61,41.79,1015.82
64.77,28.9,71.94,1007.29
79.33,5.49,38.5,1012.18
86.5,12.91,42.07,1018.4
86.66,9.45,41.4,1027.34
58.72,27.47,69.98,1008.53
85.41,5.79,39.61,1021.64
88.56,21.92,49.02,1009.29
63.93,27.07,65.59,1012.14
62.48,20.6,66.86,1013.08
58.9,30.73,69.89,1015
60.04,26.31,48.6,1002.64
63.89,19.98,49.15,1021.56
69.36,21.31,58.66,1012.67
80.15,11.48,44.58,1016.43
91.29,23.33,73.18,1012.51
68.58,14.05,40.71,1016.36
71.73,10.06,34.69,1027.9
79.14,6.86,41.17,1020.12
64.29,28.87,57.19,1008.09
70.18,24.83,62.4,1010.13
95.69,10.42,39.96,1025.21
66.14,27.51,63.73,1009.97
76.83,23.97,68.67,1006.63
64.88,27.22,68.3,1016.84
80.79,11.54,45,1022.77
54.22,21.44,48.98,1014.4
75.75,25.1,61.47,1007.84
51.67,22.84,61.87,1010.63
60.75,26.03,69.68,1011.61
87.65,18.9,58.46,1016.74
77.25,11.75,42.32,1015.28
89.12,27.37,76.09,1007.52
76.68,17.73,43.72,1009.33
74.46,20.01,56.65,1020.77
84.66,7.89,39.37,1016.28
88.54,11.53,41.14,1025.63
71.73,13.46,41.4,1019.46
77.48,13.74,39.35,1014.82
62.13,13.77,43.13,1016.63
82.69,20.25,59.8,1015.3
79.27,10.75,40.81,1015.93
85.8,11.77,39.39,1012.9
97.55,9.29,39.96,1026.2
86.16,15.15,41.35,1006.3
77.53,16.96,44.9,1020.5
53.02,27.01,65.06,1013.16
97.64,12.74,44.03,1007.62
78.62,5.21,43.65,1017.64
73.66,8.18,40.02,1031.45
63.57,20.13,60.07,1014.79
36.99,31.54,67.32,1013.79
73.54,19.79,64.45,1016.14
42.93,14.96,43.02,1012.77
99.22,9,40.78,1025.39
72.29,16.47,38.01,1022.3
60.02,16,45.09,1014.31
85.86,25.42,73.17,1012.29
79.56,9.27,39.64,1010.79
84.53,6.85,37.49,1011.01
51.73,30.49,64.44,1013.43
86.94,4.81,42.85,1013.96
54.59,29.93,69.48,1009.21
76.8,21.93,60.84,1018.96
66.04,13.35,41.44,1015.9
50.69,32.44,77.95,1014.83
78.01,11.8,43.22,1008.57
70.96,24.4,60.32,1016.5
89.7,21.92,58.79,1010.09
73.64,8.27,37.7,1015.09
89.64,7,36.24,1013.15
76.39,20.74,59.8,1015.46
91.72,12.58,43.67,1014.36
60.79,24.22,62.08,1022.53
39.99,18.43,44.63,1019.76
76.11,12.52,71.14,1019.49
100.09,19.18,50.12,1005.99
77.24,13.51,44.9,1019.29
76.91,26.38,70.47,1007.36
67.96,11.65,41.54,1020.09
99.31,10.31,37.5,1008.55
98.2,15.37,50.59,1019.02
51.36,29.89,65.74,1012.95
57.11,31.53,70.36,1006.29
52.71,6.25,39.48,1004.82
48.06,29.09,70.02,1010.13
86.75,12,41.5,1013.21
78.89,18.61,47.83,1006.43
90.06,16.34,36.99,1006.99
39.67,28.12,58.33,1013.61
83.66,12.64,41.26,1020.79
60.91,26.1,62.91,1012.44
76.26,8.07,43.41,1016.02
73.44,27.5,68.24,1010.38
77.3,28.44,77.54,1011.73
77.56,28.31,71.85,1009
60.34,22.72,64.15,1021.14
69.36,22.79,44.57,1007.31
81.5,17.08,40.12,1012.17
64.43,15.6,41.04,1025.48
81.29,22.07,48.41,1008.71
73.27,24.16,66.05,1016.45
72.35,14.93,39.16,1007.25
91.31,11.99,38.28,1013.65
81.28,16.85,52.9,1019.47
60.36,24.82,66.54,1010
96.83,21.67,69.71,1010.46
62.21,18.06,43.14,1013.95
76.82,30.05,66.44,1008.46
79.09,18.36,62.1,1019.9
53.31,32.02,67.83,1007.77
79.08,24.61,62.39,1006.39
93.42,8.41,39.16,1015.47
80.45,8.94,36.71,1025.5
81.61,22.57,63.94,1013.49
95.41,9.92,40.64,1020.39
65.34,26.51,50.05,1006.75
64.8,24.93,47.01,1015.12
57.73,24.43,58.95,1017.18
77.07,12.28,39.96,1011.76
62.31,9.75,35.76,1019.88
80.79,10.94,40.81,1026.03
70.99,25.37,68.31,1011.12
75.29,23.82,60.32,1016.61
74.82,9.26,40.11,1024.38
83.15,24.57,66.54,1004.44
84.45,29.55,72.29,1007.94
60.11,27.37,63.31,1012.89
85.33,11.83,38.25,1013.36
83.16,22.32,70.47,1010.97
92.06,5.8,45.87,1009.14
87.4,25.41,69.14,1006.4
65.65,24.89,66.49,1010.15
100.09,18.12,50.16,1009.82
64.66,28.14,61.47,1009.69
58.71,12,41.17,1019.48
53.95,15.62,35.4,1016.19
58.91,11.29,35.76,1019.32
100.09,17.99,50.16,1009.98
92.3,4.87,42.85,1013.6
73.26,19.25,43.43,1012.01
90.57,11.74,40.6,1013.91
73.01,13.43,43.69,1016.21
85.31,25.33,71.32,1007.05
51.32,19.26,44.34,1019.45
76.52,17.89,40.12,1011.99
54.37,30.57,58.9,1004.54
86.32,7.45,43.13,1019.31
69.15,24.03,66.54,1012.19
47.46,8.03,40.07,1016.06
66.07,28.06,70.04,1009.89
70.22,10.06,39.61,1018.22
85.23,9.68,40.77,1022.04
86.25,26.38,69.88,1008.42
87.1,10.84,39.18,1023.64
89.67,7.05,40.69,1020.53
86.66,13.34,41.79,1011.48
77.53,24.39,63.77,1013.3
81.58,24.26,69.71,1008.98
98.03,8.23,41.01,1022.89
79.59,13.15,40.78,1024.13
72.26,31.35,71.97,1008.29
66.26,22.88,65.48,1017.33
66.72,25.44,56.57,1013.8
87.35,27.79,71.85,1008.95
80.72,21.99,57.5,1015.87
49.75,13.35,40.27,1005.83
64.73,28.63,66.56,1005.88
77.56,12.78,44.6,1013.64
86.03,8.37,40.92,1021.82
96.08,11.93,38.78,1013.15
71.72,21.03,63.86,1014.84
44.95,27.2,65.12,1016.2
62.12,26.93,75.23,1010.19
78.18,12.76,42.32,1015.35
73.32,8.55,35.77,1016.15
91.56,14.66,40.89,1009.72
98.56,10.36,37.83,1005.87
92.87,21.54,66.54,1004.99
48.62,14.02,41.78,1011.26
72.69,12.35,40.8,1027.35
52.95,25.89,58.86,1014.16
58.83,22.05,61.27,1019.6
56.44,32.06,71.85,1007.9
62.45,24.55,57.5,1015.36
77.94,27.23,71.77,1006.59
67.28,24.29,57.5,1014.85
59.42,30.4,77.3,1002.44
61.62,26.5,66.75,1018.48
96.76,10.42,41.26,1008.48
84.61,15.79,44.89,1010.19
76.22,15.79,49.15,1020.62
58.74,30.3,73.67,1005.57
61.47,25.58,64.45,1011.07
93.59,12.36,48.04,1012.8
89.71,10.56,40.22,1005.08
62.42,30.01,69.13,1010.11
86.91,14.91,40.73,1017.44
78.2,15.9,41.35,1006.28
98,8.91,43.52,1022.78
61.26,26.88,61.5,1009.17
84.75,14.78,42.86,1015.32
50.02,30.95,71.58,1009.95
85.81,17.9,58.33,1013.6
85.72,13.96,39.54,1011.05
58.66,29.85,71.58,1010.04
72.66,14.07,40.78,1024.67
64.64,25.26,52.3,1006.65
84.18,10.07,40.92,1021.84
88.62,15.66,43.99,1021.18
80.22,6.25,40.02,1032.14
58.38,27.71,69.51,1009.65
94.67,12.75,42.34,1018.17
84.94,21.44,51.19,1009.1
47.55,32.98,73.88,1006.31
75.91,27.54,74.22,1007.44
96.16,11.68,40.55,1006.48
68.07,8.02,39.04,1018.49
48.09,19.15,44.34,1019.54
97.8,18.53,63.91,1010.26
59.3,30.82,76.2,1007.47
74.53,22.9,67.25,1017.74
85.74,22.18,62.39,1007.84
82.87,3.69,38.44,1016.74
67.3,19.89,44.9,1008.12
78.09,23.36,65.18,1012.35
70.41,13.58,44.47,1029.91
68.71,25.88,61.47,1007.93
77.37,6.57,39.37,1020.2
96.29,10.51,37.5,1010.7
81.72,26.14,72.99,1007.49
79.55,13.31,41.26,1020.83
69.69,14.01,42.99,1007.12
80.88,8.64,34.69,1026.79
84.96,24.88,73.17,1012.26
53,23.28,69.51,1013.31
66.6,25.6,58.46,1016.34
64.43,27,73.17,1009.82
74.08,25.69,62.26,1011.38
81.09,20.77,60.1,1011.11
66.26,12.45,40.81,1025.63
72.58,27.32,66.54,1004.95
80.03,25.51,67.69,1004.53
66.67,17.45,49.64,1026.4
82.43,24.4,60.37,1006.77
63.16,18.98,38.52,1018.85
92.9,9.48,44.68,1023.29
88.91,12.04,41.58,1018.02
56.09,26.11,47.43,1009.01
86.69,25.28,71.94,1006.73
66.09,27.46,61.86,1012.39
90.01,12.42,40.24,1016.59
34.58,32.49,74.99,1002.19
58.52,26.16,52.36,1013.62
48.91,23.39,61.87,1010.35
52.9,21.12,49.15,1021.29
68.94,19.94,65.46,1017.7
76.44,26.15,63.21,1012.31
73.51,13.93,38.91,1013.04
86.67,12.87,45.51,1015.3
53.92,28.29,68.08,1010.77
85.15,7.78,39.18,1024.62
77.78,21.11,58.12,1015.38
90.18,23.97,64.05,1012.23
66.23,25.71,66.05,1018.58
62.03,24.7,50.23,1016.23
81.49,10.32,38.91,1012.11
86.2,11.46,39.82,1012.09
98.74,10.53,41.26,1007.48
72.87,21.91,58.62,1015.95
70.36,25.35,65.18,1012.67
94.09,22.77,59.92,1009.67
95.38,22.28,59.92,1009.36
78.59,18.94,47.83,1005.18
96.2,6.92,41.26,1011.16
46.77,23.07,65.46,1014.07
64.99,13.89,43.7,1015.12
64.85,14.13,53.82,1016.72
87.67,7.4,40.72,1022.56
90.59,6.17,36.25,1028.68
93.84,10.8,41.62,1012.84
52.87,32.77,72.86,1003.6
82.95,29.56,70.4,1006.49
55.27,31.05,62.7,1009.35
86.05,8.85,41.06,1020.99
64.96,31.15,69.59,1007.82
65.67,28.18,66.56,1005.69
82.04,10.24,41.17,1019.73
73.85,28.38,72.39,998.93
93.32,15.46,44.88,1017.52
70.58,19.97,59.14,1016.05
42.82,28.36,68.08,1013.34
60.49,15.09,44.34,1019.46
80.26,10.72,40.81,1016.51
73.11,16.37,52.9,1015.14
71.82,24.66,57.43,1013.17
48.02,26.44,54.2,1012.65
86.11,6.3,41.14,1027.45
69.07,23.56,49.16,1002.54
69.87,8.73,39.42,1025.63
88.2,14.49,42.86,1013.94
93.12,20.26,50.32,1009.81
63.6,13.56,40.8,1024.8
57.35,29.01,70.04,1010.02
89.34,19.78,54.42,1011.74
72.97,19.24,56.89,1014.29
82.76,8.36,40.71,1026.34
59.1,27.08,66.05,1017.91
88.12,9.3,43.14,1010.99
70.14,6.29,43.65,1020.68
78.36,21.33,60.1,1010.97
89.12,14.55,40.73,1018.36
59.13,24.54,44.89,1010.05
90.45,24.28,71.98,1006.34
80.77,23.45,69.04,1010.5
85.34,5.62,40.62,1015.81
72.46,20.82,57.76,1019.15
83.94,6.06,43.65,1014.36
83.39,21.24,44.3,1014.34
70,18.32,66.86,1012.02
81.16,9.44,40,1015.62
79.59,17.36,43.96,1013.02
75.35,26.95,70.79,1004.09
59.7,21,66.86,1013.06
64.17,29.36,78.05,1011.12
88,14.84,41.23,995.02
43.26,27.21,67.45,1013.83
66.44,25.44,75.23,1010.71
40.69,30.84,66.75,1017.54
58.09,20.55,65.46,1013.87
92.02,12.27,49.83,1007.75
85.12,24.49,65.59,1011.52
94.54,26.65,74.16,1008.27
95.33,21.46,58.18,1007.45
86.28,27.24,71.25,1000.5
53.9,19.86,41.67,1012.31
42.61,34.48,74.34,1000.91
68.31,25.16,60.23,1011.21
68.78,18.93,59.39,1013.92
99.1,10.55,41.26,1007.77
87.94,21.86,63.09,1016.64
58.34,25.57,62.96,1019.92
85.54,13.73,50.59,1020.44
66.81,14.26,44.47,1028.11
36.85,31.28,69.51,1010.09
54.68,27.08,66.05,1017.33
84.68,11.87,44.6,1018.81
41.55,31.92,68.3,1015.58
77.63,25.42,75.6,1017.39
57.8,26.08,48.6,1003.61
73.98,16.88,43.67,1011.43
73.01,27.75,69.89,1015.41
87.52,27.37,71.06,1008.4
84.03,22.74,58.41,1013.92
73.29,27.17,73.5,1010.36
77.16,18.99,56.65,1020.46
88.43,27.19,71.32,1008.97
70.15,27.46,67.69,1004.7
76.82,16.66,41.16,1007.37
61.27,26.39,66.05,1018.24
69.6,14.31,42.86,1031.14
90.22,12.1,41.58,1014.41
82.05,11.56,39.28,1011.27
79.17,10.34,41.74,1020.07
80.84,20.76,59.21,1017.94
81.28,12.09,38.25,1013.61
83.87,7.68,38.06,1020.92
57.06,22.78,58.96,1013.65
59.37,15.42,40.56,1021.23
63.33,21.08,46.93,1014.49
95.85,7.25,41.14,1024.99
43.77,28.25,66.54,1011.02
63.54,29.82,43.21,1011.52
80.8,14.55,41.7,1018.58
97.64,21.88,69.71,1010.28
72.03,31.07,70.98,1007.24
69.95,23.08,64.44,1014.85
88.04,19.95,57.25,1011.08
55.09,21.89,63.94,1019.55
69.25,30.11,70.8,1008.57
97.89,15.1,41.35,1003.84
59.61,16.59,43.56,1012.88
85.08,14.71,44,1024.98
61.21,18.15,41.23,993.82
69.27,12.24,34.03,1018.44
83.47,7.71,38.06,1021
70.03,28.15,72.99,1007.62
67.31,25.11,56.89,1013.33
50.86,26.82,69.23,1013.28
89.83,20.58,54.5,1015.04
63.01,25.04,66.48,1004.12
59.22,29.56,51.43,1005.87
68.75,18.92,44.06,1017.47
82.69,14.72,41.23,997.91
74.38,22.76,57.5,1014.75
70.87,25.74,63.73,1010.88
95.56,10.34,37.5,1010.35
91.12,14.64,44.92,1025.54
78.91,9.41,34.69,1027.02
98.78,4.96,45.87,1007.32
46.95,32.73,69.88,1007.86
74.79,9.11,36.66,1026.47
67.62,21.52,46.21,1010.62
94.35,19.39,51.43,1011.06
58.48,26.99,68.12,1011.45
61.4,30.68,71.8,1010.81
46.19,31.23,75.08,1004.93
83.75,14.24,39.99,1009.3
79.96,9.31,43.56,1015.09
74.41,16.1,36.71,1013.58
85.3,21.33,50.32,1008.58
75.31,17.4,43.14,1018.51
100.16,10.59,25.36,1009.59
64.53,29.42,74.9,1004.11
99.92,18.48,50.16,1011.45
72.59,26.91,70.47,1007.55
81.3,9.59,38.91,1011.87
43.65,25.01,68.63,1013.76
83.52,22.71,59.43,1005.68
79.54,26.55,60.23,1009.88
84.94,13.78,42.03,1017.51
72.71,28.32,71.64,1004.73
90.05,23.49,73.18,1012.4
48.85,22.76,49.21,1014.35
59.51,24.96,60.84,1018.13
73.7,20.31,45.87,1007.89
87.2,14.57,44.84,1023.46
65.32,27.17,61.02,1011.38
75.61,18.96,47.83,1006.15
81.46,29.23,68.14,1004.31
44.98,16.49,41.93,1022.92
36.27,20.08,44.6,1014.91
49.49,31.41,64.44,1013.84
84.42,12.12,40,1018.72
68.17,25.32,54.5,1015.5
83.96,20.21,69.94,1009.33
85.91,10.67,45,1022.99
63.68,22.44,58.16,1017.28
43.84,17.81,45,1022.32
87.2,20.85,48.7,1007.11
78.6,18.34,62.1,1020.52
52.69,29.6,71.14,1011.46
79.67,9.68,38.16,1015.54
68.57,28.69,73.18,1012.23
66.34,24.47,57.85,1013.05
68.71,19.6,48.14,1013.18
86.14,17.57,62.1,1019.51
41.37,26.21,56.85,1011.45
73.62,8.68,41.82,1032.83
58.44,24.94,62.96,1019.76
91.18,20.58,50.78,1008.87
79.03,17.79,40.12,1012.74
67.81,22.71,48.06,1012.82
82.04,25.53,59.57,1010.65
67.97,26.7,49.02,1007.68
43.33,27.43,63.87,1017.6
58.98,30.26,71.77,1006.24
57.18,29.08,67.07,1005.73
75.07,22.64,62.44,1011.82
